"trial_name","trial_number","key_pressed","correctness","RT","b","n","question","picture","picture_number","degree","key1","key2","expected","correct","QUD","response_checked","startDate","startTime","age","gender","education","languages","comments","endTime","timeSpent","experiment_id",
"key_press_2A","1","n","correct","8641","same","different","Are the objects same or different?","images/13_50_different.jpg","49","50","b","n","different","different","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","2","b","correct","9430","same","different","Are the objects same or different?","images/13_50_same.jpg","50","50","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","3","n","incorrect","11586","same","different","Are the objects same or different?","images/6_50_same.jpg","22","50","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","4","b","correct","5508","same","different","Are the objects same or different?","images/12_50_same.jpg","46","50","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","5","b","correct","5002","same","different","Are the objects same or different?","images/1_150_same.jpg","4","150","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","6","n","correct","6393","same","different","Are the objects same or different?","images/15_150_different.jpg","59","150","b","n","different","different","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","7","b","correct","4956","same","different","Are the objects same or different?","images/2_50_same.jpg","6","50","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","8","n","correct","6754","same","different","Are the objects same or different?","images/12_150_different.jpg","47","150","b","n","different","different","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","9","b","correct","4346","same","different","Are the objects same or different?","images/3_50_same.jpg","10","50","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","10","b","correct","4810","same","different","Are the objects same or different?","images/14_150_same.jpg","56","150","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","11","n","correct","5279","same","different","Are the objects same or different?","images/10_50_different.jpg","37","50","b","n","different","different","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","12","b","correct","5664","same","different","Are the objects same or different?","images/13_150_same.jpg","52","150","b","n","same","same","","false","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","1","n","correct","3640","same","different","Are the objects same or different?","images/13_50_different.jpg","49","50","b","n","different","different","","true","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
"key_press_2A","2","b","correct","3990","same","different","Are the objects same or different?","images/13_50_same.jpg","50","50","b","n","same","same","","true","Thu May 16 2019 11:20:09 GMT+0200 (Mitteleuropäische Sommerzeit)","1557998409893","","female","","","","1557999038773","10.481333333333333","INSERT_A_NUMBER",
